Landing Page URL ID,Referrer URL,Impression ID,Asset ID,Active View: Eligible Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Activity ID,Event Time,Event Type,Event Sub-Type,User ID,Advertiser ID
ID833,https://www.cdiscount.com/,"impr,",9734981,2710302,441246,897195,8406791,1643894652309,CLICK,8206237,USER_ID6,6109838
ID834,https://www.cdiscount.com/,impr2,3865815,292530,6255093,8283904,331316,1643894652427,CONVERSION,5215664,"USER_ID,",2893867
ID835,https://www.cdiscount.com/,impr0,7049822,5546966,3518457,5144615,9833702,1643894652529,CLICK,9734390,USER_ID ,6320965
ID836,https://www.cdiscount.com/,impr4,1509144,9907015,8348406,6013053,4639155,1643894652677,CONVERSION,7764953,USER_ID6,1518
ID837,https://www.cdiscount.com/,impr0,2871072,771536,3921614,7307292,5467041,1643894652886,CLICK,9499156,"USER_ID,",8399231
ID838,https://www.cdiscount.com/,impr4,1884370,7179914,5320833,4956920,7929823,1643894653082,CLICK,368930,USER_ID1,3943298
ID839,https://shopping.google.fr/,impr0,5373424,3913048,4930995,4071060,8505552,1643894653179,CONVERSION,749938,USER_ID9,5433904
ID840,https://fr.aliexpress.com/,impr8,7038839,4318362,5778773,7018970,8432634,1643894653259,VIEW,3481373,USER_ID4,8455853
ID841,https://fr.aliexpress.com/,impr5,3549047,5434009,506917,7190061,294,1643894653359,CONVERSION,3771014,USER_ID0,8681246
ID842,https://shopping.google.fr/,impr3,7622842,696204,2637919,9547072,3673059,1643894653483,CLICK,9010327,"USER_ID,",4788583
ID843,https://www.cdiscount.com/,impr3,9172909,5064349,4460344,2839485,7056938,1643894653594,VIEW,3178790,"USER_ID,",6215467
ID844,https://www.amazon.fr/,impr1,9286667,6768539,49460,2137960,6752750,1643894653692,VIEW,2945849,USER_ID1,1144697
ID845,https://fr.aliexpress.com/,impr0,7235226,8769335,8110749,6167003,596286,1643894653802,NULL,6521175,USER_ID ,7458214
ID846,https://www.cdiscount.com/,impr6,8277063,2005489,1573691,6375872,8749415,1643894653930,CLICK,9160869,USER_ID1,8269921
ID847,https://fr.aliexpress.com/,impr7,7011847,123994,9480342,2845891,283568,1643894654032,VIEW,7850503,USER_ID ,5350975
ID848,https://www.cdiscount.com/,impr8,4990715,3027442,3080739,5168446,9345230,1643894654129,CONVERSION,6050919,USER_ID7,6721715
ID849,https://www.cdiscount.com/,impr ,297149,1536695,290098,3952997,571266,1643894654228,NULL,9749773,"USER_ID,",9339048
ID850,https://www.cdiscount.com/,impr4,635430,2637338,7409231,1342511,9442620,1643894654348,CONVERSION,2860169,USER_ID6,2323846
ID851,https://www.amazon.fr/,impr0,6943992,6917143,9809372,226570,9533089,1643894654463,VIEW,4792349,USER_ID7,1172245
ID852,https://www.cdiscount.com/,"impr,",1728292,2390262,2869537,8184620,94568,1643894654571,CLICK,7106698,USER_ID4,6422180
ID853,https://www.amazon.fr/,impr ,6376510,9790812,8143398,6573166,650555,1643894654691,NULL,7773033,USER_ID4,6239802
ID854,https://www.amazon.fr/,impr4,1125147,8754947,1426264,1795588,3661767,1643894654784,NULL,8502136,USER_ID0,8316954
ID855,https://www.cdiscount.com/,"impr,",6751698,1944623,4831180,2397532,7084444,1643894654936,VIEW,2933501,USER_ID ,173845
ID856,https://www.amazon.fr/,impr9,7814997,3993723,1592705,3361647,5825505,1643894655176,VIEW,5427552,USER_ID8,5867106
ID857,https://fr.aliexpress.com/,impr ,7281813,1217619,2858298,5444610,9030642,1643894655385,CONVERSION,4778877,USER_ID2,899471
ID858,https://www.amazon.fr/,impr7,5689863,9824829,9069046,7060507,3819917,1643894655523,CONVERSION,7831906,USER_ID9,8484904
ID859,https://www.amazon.fr/,impr9,4912347,4869542,6900043,341345,5252381,1643894655660,VIEW,412144,USER_ID4,5166695
ID860,https://www.amazon.fr/,impr7,1432969,8093322,7683304,264366,1423066,1643894655874,VIEW,5390738,"USER_ID,",9206380
ID861,https://shopping.google.fr/,impr3,5042949,2396987,7953968,9210711,7522341,1643894655984,NULL,6876539,USER_ID7,9619451
ID862,https://www.cdiscount.com/,impr0,5310195,6164263,4072696,4456553,1091406,1643894656099,NULL,5742264,USER_ID4,11160
ID863,https://www.cdiscount.com/,impr1,2888637,3219231,410643,5204026,6321190,1643894656217,NULL,8356179,USER_ID9,473448
ID864,https://www.amazon.fr/,impr ,5739746,6340044,3251407,7149499,192348,1643894656477,NULL,9036727,USER_ID9,7263455
ID865,https://www.cdiscount.com/,impr0,8302670,9758405,8412307,2087454,2165858,1643894656633,NULL,4894152,USER_ID4,9639787
ID866,https://shopping.google.fr/,impr5,9769890,7962650,6596363,9537725,6061839,1643894656745,VIEW,1307567,USER_ID ,8476425
ID867,https://www.cdiscount.com/,impr9,1995514,8600389,3020000,5993987,6943544,1643894656855,VIEW,1449486,"USER_ID,",8030063
ID868,https://www.amazon.fr/,impr4,9424430,3482659,3358554,2276856,7410963,1643894656970,CONVERSION,3717627,USER_ID6,2450133
ID869,https://www.amazon.fr/,impr8,3931339,2923053,9100425,7576568,5898570,1643894657084,CLICK,9904284,USER_ID4,5358410
ID870,https://www.cdiscount.com/,impr0,8725419,2743401,2912329,2606363,8023412,1643894657188,CLICK,8456189,USER_ID6,7036892
ID871,https://www.amazon.fr/,impr0,5155856,2694704,8466076,5910233,4344476,1643894657298,VIEW,8587238,USER_ID6,4513246
ID872,https://shopping.google.fr/,impr4,8356321,2535257,621358,2533592,4869800,1643894657410,CONVERSION,8314216,USER_ID6,1459310
ID873,https://fr.aliexpress.com/,impr4,4104159,414079,7763916,1270787,7726709,1643894657525,NULL,2106745,USER_ID3,5297992
ID874,https://www.amazon.fr/,impr7,9504011,6218404,3814314,1461034,593892,1643894657625,VIEW,1677272,USER_ID0,2750070
ID875,https://www.amazon.fr/,impr6,3024087,2129447,764781,9695042,6547829,1643894657720,CLICK,1172882,USER_ID1,4428389
ID876,https://www.amazon.fr/,impr9,9508165,8266024,3180782,9222214,6318298,1643894657831,CONVERSION,8542840,USER_ID0,6940741
ID877,https://www.amazon.fr/,impr7,417079,436314,1213849,7170948,9373397,1643894657946,CONVERSION,3878910,USER_ID6,5265929
ID878,https://shopping.google.fr/,impr3,5888108,6468633,1457314,8365225,5994913,1643894658038,CONVERSION,3364799,USER_ID0,6851942
ID879,https://shopping.google.fr/,impr ,5152270,1520376,7097313,982591,3136129,1643894658134,CLICK,6598205,USER_ID2,5454755
ID880,https://www.cdiscount.com/,impr1,7303565,6098894,2950056,6588699,2728777,1643894658260,VIEW,29679,"USER_ID,",8293276
ID881,https://fr.aliexpress.com/,impr2,1821290,8840313,6974572,5130488,9665127,1643894658386,CONVERSION,1317445,USER_ID6,7396269
ID882,https://www.amazon.fr/,impr6,2752742,3505493,8800074,6472156,8777502,1643894658517,CLICK,4918563,USER_ID1,737667
ID883,https://shopping.google.fr/,impr1,4912812,8764731,1751851,5763847,1089666,1643894658620,CLICK,3668171,USER_ID ,1278871
ID884,https://www.cdiscount.com/,impr7,6158504,792981,3440733,3847128,4724113,1643894658799,CONVERSION,4361093,USER_ID4,2442083
ID885,https://www.cdiscount.com/,impr ,5873149,9050808,2253534,6718221,5876532,1643894658951,CLICK,4488678,USER_ID1,2098024
ID886,https://shopping.google.fr/,impr3,9996448,8471412,2002978,4272743,9084885,1643894659211,VIEW,6337132,USER_ID7,3223316
ID887,https://www.amazon.fr/,impr4,4100232,8835995,4523459,9646261,6067438,1643894659453,CLICK,8016841,USER_ID ,948291
ID888,https://www.amazon.fr/,impr8,4974516,8685536,6351400,9740076,2341015,1643894659570,NULL,5722733,USER_ID7,7018718
ID889,https://www.cdiscount.com/,impr ,2593122,7794386,3952782,1756203,24309,1643894659672,CONVERSION,4251222,USER_ID2,4029188
ID890,https://www.amazon.fr/,impr4,3985382,6492888,8892111,9818643,9358801,1643894659765,NULL,235033,USER_ID1,5618612
ID891,https://shopping.google.fr/,impr0,6674153,9011307,8732193,2833143,4152140,1643894659902,VIEW,8778329,USER_ID ,6817839
ID892,https://fr.aliexpress.com/,impr4,8997108,43805,2485645,5005772,6993231,1643894660044,NULL,3391699,USER_ID0,6801418
ID893,https://www.cdiscount.com/,impr0,4215669,3656204,7159018,8361126,9195278,1643894660236,NULL,132718,USER_ID ,7357050
ID894,https://fr.aliexpress.com/,impr8,6528136,9717494,2213344,2720985,9993025,1643894660396,NULL,7167761,USER_ID1,4470220
ID895,https://www.cdiscount.com/,impr2,3565540,3348150,514099,8064485,5023046,1643894660667,VIEW,7498621,USER_ID0,3064463
ID896,https://fr.aliexpress.com/,impr9,105753,3107318,4020231,5968181,1879217,1643894660801,VIEW,9295399,USER_ID0,2230657
ID897,https://shopping.google.fr/,impr3,5724345,324413,255525,1893066,7717902,1643894660915,VIEW,8822970,"USER_ID,",6576825
ID898,https://www.cdiscount.com/,impr2,3934485,428553,1873976,7905201,67760,1643894661025,VIEW,9982071,USER_ID3,8991547
ID899,https://fr.aliexpress.com/,impr1,4996255,8796224,5421260,5135560,359111,1643894661142,VIEW,3566163,USER_ID7,3109257
ID900,https://shopping.google.fr/,impr2,1320153,3828233,8943605,3143947,1441201,1643894661473,VIEW,4779393,USER_ID ,4568805
ID901,https://shopping.google.fr/,impr3,5498418,1798451,7862243,7829714,3005572,1643894661612,VIEW,627377,USER_ID ,4649841
ID902,https://fr.aliexpress.com/,impr8,6364904,8929932,8467365,5306935,5203410,1643894661711,NULL,1121080,USER_ID2,5478955
ID903,https://www.amazon.fr/,impr7,9325931,72979,3334339,66809,7493776,1643894661845,NULL,3498652,USER_ID5,4079548
ID904,https://www.cdiscount.com/,impr8,334163,7715357,6540926,7468843,2429189,1643894661989,NULL,9648341,USER_ID0,3510691
ID905,https://shopping.google.fr/,impr9,224833,7443557,6109223,4113397,912618,1643894662094,NULL,9866500,USER_ID3,6861311
ID906,https://fr.aliexpress.com/,impr9,342459,8496268,6722177,4772636,3056003,1643894662190,CLICK,5117213,USER_ID5,1406230
ID907,https://www.cdiscount.com/,impr5,2213172,5914827,2709248,9641920,7990535,1643894662289,CONVERSION,1618065,"USER_ID,",7440502
ID908,https://fr.aliexpress.com/,impr ,3826739,195637,3391518,6521989,7093296,1643894662386,CONVERSION,5976262,USER_ID6,6930563
ID909,https://fr.aliexpress.com/,impr1,4841583,1697687,6910826,6682704,6555950,1643894662480,VIEW,6452321,USER_ID0,7998423
ID910,https://www.amazon.fr/,impr3,936515,6160871,642216,3928710,4839302,1643894662576,CONVERSION,2659299,USER_ID2,9236745
ID911,https://fr.aliexpress.com/,impr4,9764552,6162376,1500614,1665809,863543,1643894662670,VIEW,2087409,USER_ID7,958423
ID912,https://www.amazon.fr/,impr7,8064123,9374741,7394534,3594326,17726,1643894662794,CLICK,3294464,USER_ID5,4596048
ID913,https://shopping.google.fr/,impr3,9787760,4183008,1895500,2092537,7679061,1643894662891,CLICK,63870,USER_ID ,608299
ID914,https://fr.aliexpress.com/,impr8,5886162,8199628,6373926,821748,1401706,1643894662987,CONVERSION,6646698,USER_ID ,1754168
ID915,https://www.cdiscount.com/,impr1,38255,4634765,9762276,8432298,1817437,1643894663087,CLICK,7560843,"USER_ID,",2180041
ID916,https://fr.aliexpress.com/,impr9,4054973,7531593,9040111,3294366,3626268,1643894663200,CONVERSION,1507725,"USER_ID,",2298336
ID917,https://www.amazon.fr/,impr7,5465106,54560,4718414,8805637,6621177,1643894663346,VIEW,3411416,USER_ID9,7079156
ID918,https://www.amazon.fr/,impr1,7903226,4704228,5047297,6419959,1177044,1643894663518,VIEW,9476528,USER_ID9,6862141
ID919,https://fr.aliexpress.com/,impr5,6464296,9240464,6996107,7778242,2405832,1643894663657,NULL,4269308,USER_ID5,8230791
ID920,https://www.cdiscount.com/,"impr,",3924938,6273830,3818672,423736,6182847,1643894663779,NULL,7071877,USER_ID5,8830971
ID921,https://www.cdiscount.com/,impr3,9332892,39061,1748430,6561897,8188329,1643894663887,CLICK,308347,USER_ID2,7336295
ID922,https://www.amazon.fr/,impr1,3207432,625058,2692142,6470569,9723246,1643894663990,CONVERSION,2304804,USER_ID9,866117
ID923,https://shopping.google.fr/,impr2,384909,7035649,8744006,7413748,1202758,1643894664088,VIEW,8921128,USER_ID5,4627732
ID924,https://www.cdiscount.com/,impr0,177874,5391541,5340623,5656402,3384360,1643894664186,CONVERSION,733082,USER_ID7,2105422
ID925,https://www.amazon.fr/,impr1,2486411,805327,4169822,8603383,38190,1643894664284,VIEW,3979091,USER_ID4,2059834
ID926,https://www.amazon.fr/,impr2,6966700,6713257,5363750,9445814,8165031,1643894664381,CONVERSION,6779844,USER_ID7,4300149
ID927,https://shopping.google.fr/,impr9,6402578,2433949,8845609,8364819,4942283,1643894664478,VIEW,6985107,USER_ID9,6538449
ID928,https://www.amazon.fr/,impr ,3508526,9934821,6750753,2588214,5862437,1643894664584,VIEW,540648,USER_ID1,961520
ID929,https://shopping.google.fr/,impr ,693280,4137182,7451811,2120722,7138807,1643894664702,NULL,9968021,USER_ID ,3828707
ID930,https://www.amazon.fr/,impr ,9909300,6585566,5702377,1330057,6717146,1643894664801,CONVERSION,4421750,USER_ID4,6889930
ID931,https://www.cdiscount.com/,impr3,7335608,7513956,7472312,308998,7474436,1643894664897,NULL,7989293,USER_ID0,7539057
ID932,https://www.cdiscount.com/,impr0,1616373,3155539,1236086,3223811,4123748,1643894665020,CONVERSION,384129,USER_ID7,6966520
ID933,https://fr.aliexpress.com/,impr5,4631721,6165587,6564864,9509888,4159277,1643894665141,CONVERSION,6953184,USER_ID2,5253664
ID934,https://fr.aliexpress.com/,impr3,5650907,3157279,173803,706219,3064411,1643894665255,NULL,521764,USER_ID3,6072011
ID935,https://shopping.google.fr/,impr4,2731120,6410387,2523002,5992749,2905672,1643894665368,CLICK,532694,USER_ID3,846783
ID936,https://fr.aliexpress.com/,"impr,",4631157,2499739,636425,554590,8581416,1643894665474,NULL,4814000,"USER_ID,",8607217
ID937,https://shopping.google.fr/,impr7,2603799,8569036,3593291,6135074,4426612,1643894665581,NULL,5345585,"USER_ID,",1015624
ID938,https://www.cdiscount.com/,impr4,1485290,6879042,8879624,4543687,699,1643894665701,CLICK,9946925,USER_ID5,7961335
ID939,https://www.cdiscount.com/,impr8,8506287,2211840,4237580,1331297,847091,1643894665825,CLICK,1852370,USER_ID8,6732924
ID940,https://www.cdiscount.com/,impr8,2190204,4680663,3813489,6745727,8920460,1643894665939,NULL,6639201,USER_ID ,1676988
ID941,https://shopping.google.fr/,impr9,4637402,9706754,8474261,8321173,5651694,1643894666035,CLICK,7215231,USER_ID1,3375620
ID942,https://shopping.google.fr/,impr2,1402655,7485634,1548700,9607815,4711222,1643894666135,NULL,2790182,USER_ID ,1783344
ID943,https://fr.aliexpress.com/,"impr,",5684706,7176948,4390505,5769660,8454946,1643894666232,CONVERSION,6824779,USER_ID9,7907110
ID944,https://shopping.google.fr/,impr4,4713046,7985521,9435156,6369297,3874814,1643894666330,VIEW,8646571,"USER_ID,",777755
ID945,https://www.cdiscount.com/,impr0,5960721,3429334,164964,2803074,7043272,1643894666429,NULL,3232652,USER_ID6,8067241
ID946,https://shopping.google.fr/,impr4,8844671,7642035,9830573,6084712,1773188,1643894666528,VIEW,5405028,"USER_ID,",579935
ID947,https://fr.aliexpress.com/,impr2,6602381,7551913,5292229,4775323,2075927,1643894666655,VIEW,8660234,USER_ID5,9582651
ID948,https://www.amazon.fr/,impr8,6157286,4204806,3059053,5033309,4515998,1643894666756,VIEW,1075473,USER_ID4,5085755
ID949,https://shopping.google.fr/,impr6,2714408,5149515,6955924,1098377,5115322,1643894666857,CLICK,3797282,USER_ID8,226305
ID950,https://www.amazon.fr/,impr6,3174341,9394768,8253954,1541809,8441559,1643894666956,NULL,2789876,USER_ID9,7479589
ID951,https://fr.aliexpress.com/,impr7,4192485,2177157,6810958,5457345,2008337,1643894667056,NULL,9908776,USER_ID7,158482
ID952,https://www.cdiscount.com/,impr3,2229539,3911848,9684409,4868640,8471663,1643894667181,NULL,9033718,USER_ID4,6843325
ID953,https://fr.aliexpress.com/,impr9,1377561,3122208,9158966,1328351,889113,1643894667280,NULL,6374996,USER_ID6,7607774
ID954,https://www.amazon.fr/,impr9,5225922,2969717,4998840,7282230,4621227,1643894667376,CONVERSION,1569895,USER_ID4,8610376
ID955,https://fr.aliexpress.com/,impr3,9571910,8509159,9354455,1785332,5028362,1643894667491,CONVERSION,6977947,USER_ID3,9864981
ID956,https://www.cdiscount.com/,impr3,4980414,7497226,3892966,9677280,7115055,1643894667601,CLICK,2139876,"USER_ID,",6612806
ID957,https://www.cdiscount.com/,impr9,3090361,5833400,4387438,4963471,3593041,1643894667717,CONVERSION,3084108,USER_ID1,5419450
ID958,https://fr.aliexpress.com/,impr7,6839777,5643300,2053022,1893971,5490540,1643894667871,VIEW,3238380,USER_ID3,3150922
ID959,https://fr.aliexpress.com/,impr3,546321,5097581,8973504,4160301,5407886,1643894667995,NULL,5161176,USER_ID8,2929887
ID960,https://www.cdiscount.com/,"impr,",2367739,8010180,7341761,4349006,404331,1643894668108,NULL,9944536,"USER_ID,",4030704
ID961,https://fr.aliexpress.com/,impr ,1394438,7389254,5710342,5351164,9157062,1643894668217,VIEW,1904608,USER_ID1,8434324
ID962,https://fr.aliexpress.com/,"impr,",7359073,4216861,6795668,7700226,1252889,1643894668316,CLICK,6272214,USER_ID8,6162383
ID963,https://fr.aliexpress.com/,impr7,7949440,5245456,4874939,9617036,3134997,1643894668587,CONVERSION,2884294,"USER_ID,",6998350
ID964,https://www.amazon.fr/,impr0,6218994,5879139,282745,3520557,6542696,1643894668702,CONVERSION,6133831,USER_ID5,1122151
ID965,https://www.cdiscount.com/,impr2,3161852,4284637,221055,7358342,6799534,1643894668791,CONVERSION,2692448,USER_ID5,3027550
ID966,https://shopping.google.fr/,impr8,4815821,1359051,7848072,7054851,443835,1643894668888,CONVERSION,3259797,USER_ID ,5772136
ID967,https://www.amazon.fr/,impr ,9584346,7650699,1068292,4509018,7094930,1643894669011,CLICK,9086074,USER_ID2,2808958
ID968,https://www.cdiscount.com/,impr ,9770571,4185136,2501609,3370082,7209835,1643894669170,CONVERSION,9226140,USER_ID4,2303422
ID969,https://shopping.google.fr/,impr ,2133330,7267365,2600846,2556373,4786696,1643894669316,VIEW,7488239,USER_ID8,7989371
ID970,https://shopping.google.fr/,impr1,2740636,7739719,7223148,4268385,6355657,1643894669423,NULL,8936599,USER_ID ,7928544
ID971,https://www.amazon.fr/,impr3,5478104,1286210,1093116,3292837,8157451,1643894669537,NULL,1915073,USER_ID6,8405888
ID972,https://shopping.google.fr/,impr8,269770,3682881,8253846,9974066,2057455,1643894669636,VIEW,5934236,USER_ID5,7962501
ID973,https://www.cdiscount.com/,impr8,3462657,817811,3123164,4132086,7457029,1643894669818,VIEW,3720622,USER_ID3,6138916
ID974,https://fr.aliexpress.com/,"impr,",909466,8400096,5435749,2898799,6963756,1643894669951,CONVERSION,5575933,USER_ID ,5311400
ID975,https://www.cdiscount.com/,impr3,8592255,6482724,8245598,7670821,575226,1643894670091,VIEW,6822581,USER_ID ,287204
