Landing Page URL ID,Referrer URL,Impression ID,Asset ID,Active View: Eligible Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Activity ID,Event Time,Event Type,Event Sub-Type,User ID,Advertiser ID,Campaign ID,Floodlight Configuration,Ad ID,Rendering ID,Creative Version,Site ID (DCM),Placement ID,Country Code,State/Region,Browser/Platform ID,Browser/Platform Version,Operating System ID,Designated Market Area (DMA) ID,City ID,ZIP/Postal Code,Other Data,ORD Value,Interaction Time,Conversion ID,Segment Value 1,Rich Media Event ID,Rich Media Event Type ID,Total Conversions,Total Revenue,Event Timers,Event Counters,Partner1 ID,Partner2 ID,Google Click ID
ID : 50,https://www.cdiscount.com,impr :  ,1729750,3250957,4084173,20699,8117864,1645215391508,,5924787,8b069f4d-75fd-4d34-8dc5-f95dafe6d95e,8735225,3691992,2173188,2037914,7798076,9621,8305707,3918325,,WA,345978365835376,Chrome,246578965,8887397,2043190,7182,'ProduitC':'h',ORD_value892782,943717,0,9053724,6261063,153255,qty=6,1993000,etm = 160116,ecn = 5726420,heedfvjxbfjfakh184445,gatanwpdnmuqxxd315025,<a href=https://Booking.com?jpjoaplvcfjlqeo>
ID : 51,https://www.cdiscount.com,impr : 7,3488503,2835053,4363165,6141070,6698637,1645215395430,VIEW,5774037,be8451ef-f3d6-41e2-af4f-e0e2858a89b6,1579637,975774,1381029,2482593,2494966,7763,7597395,212744,,DC,345978365835376,Chrome,23091978,5766738,7841937,8446,'ProduitL':'i',ORD_value227m403,861165,2,2907506,2524106,3180240,qty=3,3498000,etm = 350832,ecn = 9007588,pyogpclynwmadrb772785,tuiusfgptomjray435996,<option a=https://ebay.com?qxplxwgthduzljc>
ID : 52,https://alibaba.com,impr : 1,839031,4249887,9033165,9433533,6242225,1645215399332,VIEW,2029630,aba67e05-178b-4a5e-938e-89c23dd10bf5,6723519,3534185,9631822,3561511,8483142,8913,7999858,1565621,,TX,4534637355634,Brave,5667292028,6545278,9278617,3058,'ProduitB':'i',ORD_value5225218,240747,0,8596594,7068453,2359135,qty=9,1945000,etm = 830913,ecn = 9800322,imanjyalozvvphy702386,hgtolwrfjgcaset623641,<nav a=https://www.amazon.com?svglqdmunedhcnv>
ID : 53,https://ebay.com,impr : 8,170720,135382,4192164,9962967,26690,1645215403186,CLICK,262901,c480d49b-c3a6-41fd-8c49-4e65cb0cb53e,5547836,9268514,7807508,19711,3324584,7304,5865325,8079837,,UT,4534637355634,Brave,536637292,1740150,5428073,3629,'ProduitA':'u',ORD_value322K957,547368,2,3363318,889847,8776431,qty=[,4769000,etm = 484351,ecn = 9942451,dvshvjznniapfto848358,jrayblysrnhcuac295374,<img src=https://www.oscaro.com?xtxrhtohusvagzv>
ID : 54,https://techbargains.com,impr : 5,4216751,1760234,8005669,2077147,278471,1645215407090,CLICK,9490068,7c2205a1-03f1-4f7f-8ef7-a5c192cb3e3a,9819817,610608,2666340,8059253,8362819,3483,1718843,8639835,,WA,345978365835376,Chrome,536637292,2325170,9325238,5625,'ProduitB':'b',ORD_value543d507,402783,1,2843927,2683565,8688801,qty=7,1837000,etm = 738262,ecn = 3510054,vjvjyuipdoidbhy347197,syceqyxponigwxi572297,<h2 a=https://backmarcket.com?vflvkhzlwtrdpre>
ID : 55,https://www.rueducommerce.fr,impr : 4,5871538,8283967,1280522,2364564,9065244,1645215410974,CONVERSION,4190190,45abbd92-cb8d-432f-95a5-42c4b1dba9c3,8531560,89574,8272471,9069330,3487185,9836,6400580,2888171,,DC,65784523663644,Brave,23091978,7404910,8558080,7288,'ProduitL':'2',ORD_value496C140,862427,0,9809416,957545,5340009,qty=],1901000,etm = 724983,ecn = 6518069,bgctzndovxvmtdi269922,ctgjsnizjkxafcc344523,<button onclick=https://alibaba.com?wquxlcaiiqpnmmj>
ID : 56,https://backmarcket.com,impr : 0,6006142,4881462,6289378,5039668,8806443,1645215414917,VIEW,4450147,8cf812e3-e5ee-424f-9857-29b3f42495d2,9683641,8653225,198179,9256104,7327073,6490,8651398,5213234,,MO,8753685264337,Mozilla Firefox,536637292,6587931,2393995,4717,'ProduitD':'h',ORD_value652S548,980993,0,1999510,1585070,6703286,qty=9,540000,etm = 498220,ecn = 1579098,iwzdipbtmogefks961407,ivngwvngpjqolxc987205,<button onclick=https://backmarcket.com?trpxfaeqltgrivc>
ID : 57,https://airexpress.com,impr : 5,5610392,9076859,518999,3990385,5550094,1645215418925,,7567795,6e026b7c-b6d3-4608-8d04-8077cea6853e,9334596,210048,8340832,6079208,694850,3428,806656,9671630,,SD,8753685264337,Mozilla Firefox,5667292028,9310167,9475799,5666,'ProduitC':'T',ORD_value304f568,447990,1,5288295,1119880,2261721,qty=],288000,etm = 802034,ecn = 5534581,zguznhoiobjpzdd431601,phfknklvjjomgxt744410,<nav a=https://www.cdiscount.com?uptqglfsezrolay>
ID : 58,https://airexpress.com,impr : 3,2421275,945723,605291,7059880,9429260,1645215422943,VIEW,9450921,de5b3f4d-097e-4000-a6d5-3802857db511,5637251,7525599,4270976,1928086,6385854,6295,3126087,4763835,,UT,8753685264337,Mozilla Firefox,23091978,8142436,1741260,7293,'ProduitG':'M',ORD_value482849,915971,0,1659666,3410520,1741807,qty=],6238000,etm = 166624,ecn = 1492321,eeombqjebtvusty140688,zfcuhrpyzkctizi903360,<nav a=https://airexpress.com?hzpiukabwwcjxnt>
ID : 59,https://www.rueducommerce.fr,impr : 3,3851956,5927539,2198668,537789,6693249,1645215427172,CONVERSION,3494955,61fd8f99-93cc-4b3d-a257-5e094ccb3827,1965929,9265321,1679228,5898745,5187553,7067,5819626,4974492,,LA,2109367534582756,Microsoft Edge,246578965,4764784,8076564,2945,'ProduitG':'i',ORD_value5235850,83427,0,4656197,1099073,8733143,qty=3,3455000,etm = 456845,ecn = 760939,jyanbkuwvoerafw519501,ghzrlbfsixfcfam989497,<button onclick=https://airexpress.com?pkcfvrlbhyvngsb>
ID : 60,https://fnac.com,impr : 8,5129216,5595105,6871270,1108742,4445595,1645215431288,,705350,efb78aee-e6a2-46e9-8878-af09ebf20fd9,118393,6173253,2617507,5106354,810035,9181,9298639,41539,,IA,65784523663644,Brave,9876543098,4083621,7503998,2363,'ProduitD':'5',ORD_value4755216,277386,0,5520517,3941051,9644487,qty=],6244000,etm = 57177,ecn = 1426729,erugsmfrcoftjsi419697,dqzrlylcocgcngt318697,<a href=https://alibaba.com?gnbldzrjybrixiw>
ID : 61,https://www.rueducommerce.fr,impr : 9,8121738,9287541,8340993,1028928,6644876,1645215435517,VIEW,3563731,f6a4ca99-44f8-4b85-b347-b4b2dd2c14ea,894406,5640382,6181157,221772,1268562,730,9928159,62876,,TX,4534637355634,Brave,9876543098,2754956,8282379,3029,'ProduitE':'I',ORD_value585t593,863985,0,2863145,5603469,4682726,qty=7,2220000,etm = 911543,ecn = 9416202,gafchzzxmkjvjtd913257,mncowbdvyrpioyj841685,<img src=https://www.cdiscount.com?siawcmgsodnzvvl>
ID : 62,https://alibaba.com,impr : 8,968321,9200449,1488808,9462304,7716652,1645215439645,CONVERSION,5706829,6bbae176-1698-4a11-a4a2-a7e76c8567ad,1124119,6407790,1624858,3294289,9801842,7938,5467938,311628,,UT,8753685264337,Mozilla Firefox,9876543098,3603199,5475844,8758,'ProduitG':'t',ORD_value41s411,565346,2,2926308,5652216,5705197,qty=[,9589000,etm = 918590,ecn = 6817129,tdcuplhrffartrn157092,dwmrosxhvmitkuj857511,<option a=https://alibaba.com?llgibwrodiswedi>
ID : 63,https://www.cdiscount.com,impr :  ,3592488,683453,1174077,404760,5799909,1645215443624,,8631632,8e720c7a-6666-42a8-ae5c-e67445d2d5b3,8058919,2868105,2403339,478299,4393347,6098,2664475,7681831,,DE,2109367534582756,Microsoft Edge,246578965,4632341,1602638,1745,'ProduitF':'q',ORD_value615Z236,723464,0,7889996,6167360,7214353,qty=8,3791000,etm = 525329,ecn = 9118811,wctjmbnxhuxrafo647322,xcahdspukwrfjhz187029,<option a=https://alibaba.com?jccxqczustabyem>
ID : 64,https://shopping.google.fr,"impr : ,",1598797,283492,5650258,1136274,8262886,1645215447960,CLICK,8004775,ae2a6839-0400-4ce2-b85d-fe511555dc1f,2573277,673017,5596845,5688490,3789904,7707,4284776,700546,,DC,345978365835376,Chrome,536637292,2746062,4457813,731,'ProduitC':'s',ORD_value989b716,831644,1,6453984,2552001,3376687,qty=0,4478000,etm = 423829,ecn = 9857416,zpqhvpmoelsvotr827689,kowsbqetmrxootp165317,<img src=https://www.oscaro.com?auwulbjopayfriu>
ID : 65,https://backmarcket.com,impr : 9,1381108,4420712,7920068,7423114,4313549,1645215452129,CONVERSION,6454592,47259d1e-c172-4886-a893-675658ed9272,4616027,968923,558714,3319598,5742307,9013,3642805,1906717,,NV,345978365835376,Chrome,9876543098,8136074,5654720,4168,'ProduitD':'d',ORD_value193R603,743342,0,2062556,9482458,2383695,qty=7,4004000,etm = 692557,ecn = 9295364,mqiucnncxjwnhpb156410,nllojzulcpdemna729185,<h1 a=https://alibaba.com?nhstvymppfpshvs>
ID : 66,https://www.cdiscount.com,impr : 7,5684720,107516,4555763,993897,550882,1645215456360,CONVERSION,1661991,b99d2d13-cd30-4e5b-abb3-2a7bd8829951,1865033,1152630,7361718,4082976,8763938,1964,4052217,11377,,WY,8753685264337,Mozilla Firefox,5667292028,6372077,932757,8568,'ProduitE':'3',ORD_value834w34,227401,2,601363,9112695,6364437,qty=9,252000,etm = 733166,ecn = 4908330,ybjlltuncbouzyt533446,xzrwetpnbhehfcu167291,<iframe a=https://Booking.com?mhamzowxjnodsip>
ID : 67,https://www.rueducommerce.fr,impr :  ,6871151,2600175,8877234,6578190,6005966,1645215460333,VIEW,9665859,623d7961-cc68-46ba-bab6-a0f050e3294e,2324978,9906864,1526388,9958930,5357352,8295,4737152,4131177,,NM,345978365835376,Chrome,536637292,727491,8258457,4179,'ProduitF':'n',ORD_value9112439,194581,2,8252385,6591352,4731558,qty=[,9408000,etm = 160373,ecn = 2611445,cehidibphhvnvru483762,uecpprwvuuzcwqb989098,<h1 a=https://Booking.com?pksjuapifgieuia>
ID : 68,https://Booking.com,impr : 1,1837758,9750612,5684061,659859,7427597,1645215464459,,2533900,5a9f3924-f714-41ea-9432-d60ef22c603c,8514704,2648898,9267240,3024783,3992711,7597,5751485,1161896,,ND,345978365835376,Chrome,246578965,3083625,1813976,2707,'ProduitC':'t',ORD_value3974941,924804,2,5023133,5044774,9221583,qty=[,8402000,etm = 729275,ecn = 5094467,ehcnlbxsvwhacqr641379,qztmhtsozbiyzeo33181,<img src=https://alibaba.com?ykbsoxucvujrfjp>
ID : 69,https://www.cdiscount.com,impr : 8,2743808,8185184,3844331,604390,1675428,1645215468567,CONVERSION,3961403,2b00738d-eddf-4711-b389-0577eae36d9d,8693824,7514164,9975021,2094385,1867657,6105,6585581,9766034,,NE,8753685264337,Mozilla Firefox,246578965,7413465,7140961,4683,'ProduitG':'h',ORD_value187J378,711621,2,5302352,3053336,6712269,qty=],7007000,etm = 298245,ecn = 4596341,rayyxdrupclvrry666999,pnwjnyonsnbrynk564336,<h2 a=https://backmarcket.com?ahklctispitgiaz>
ID : 70,https://www.oscaro.com,impr :  ,9155469,1461907,7830605,6048533,7485737,1645215472721,CONVERSION,7027394,65d2732f-76b9-4704-98e1-690c5697a599,2761327,4707876,3767402,8699546,8411594,3765,4007019,5500015,,UT,65784523663644,Brave,9876543098,494141,3971626,6622,'ProduitF':'F',ORD_value782R427,88760,2,2697502,3054436,3924344,qty=5,2054000,etm = 571805,ecn = 4481809,wrhfivojubkgxjr34837,betlvckikoelcgr226059,<img src=https://ebay.com?ishprxvqvhyeagn>
ID : 71,https://www.amazon.com,impr : 0,2007265,9082990,743149,5138029,9017494,1645215476952,VIEW,608746,14fd4f30-086b-4f8f-8923-24188fd63315,8636009,3702590,6452509,8276798,5791408,6698,1032124,5331713,,WA,65784523663644,Brave,5667292028,1174718,1396614,527,'ProduitD':'e',ORD_value777U776,618255,1,6129471,8119078,710899,qty=[,4265000,etm = 592304,ecn = 7016525,yhxpfqylgvpnhby208555,waintyhtopjyvgz316543,<h2 a=https://backmarcket.com?qwtxaptyhsemnor>
ID : 72,https://techbargains.com,"impr : ,",3871797,4041944,8080708,1256001,9905500,1645215481045,VIEW,2458694,df33c2e9-1bb7-46de-84ae-8a0fde0720a6,8235682,8744921,2352963,6897533,7537700,8111,4917381,7573844,,MI,8753685264337,Mozilla Firefox,536637292,4554011,6579780,9476,'ProduitL':'B',ORD_value99K585,584666,1,2994287,7827758,260903,qty=7,5715000,etm = 550222,ecn = 4345129,yyjtjtvzsztrqen485222,fyswqxxfyqkjlhr244385,<nav a=https://shopping.google.fr?dvfllftgadlbvyt>
ID : 73,https://shopping.google.fr,"impr : ,",6312358,1335237,2301430,7373158,9536073,1645215485174,CLICK,5734607,60e52eb0-82bd-4d44-a724-7ee5d3d67879,8876974,9748836,3951223,8451996,4056614,9815,9004838,4062997,,OK,8753685264337,Mozilla Firefox,536637292,5529043,4755146,5937,'ProduitE':'6',ORD_value267i248,839940,0,81661,5126906,9156818,qty=9,8539000,etm = 986227,ecn = 7772095,nyqqxnrkijvwmif472960,lwxzzejxdsgbojo439749,<nav a=https://alibaba.com?syllsgbqrqzyvvc>
ID : 74,https://www.rueducommerce.fr,impr : 5,3480861,3108506,3539055,1316906,3227561,1645215489253,CLICK,5519455,cb2f8311-2860-4cf8-b9ae-e3ba21b2336c,9773521,6203713,3771059,2031141,2712978,7231,1976561,1475777,,AR,2109367534582756,Microsoft Edge,5667292028,1026294,7855315,7131,'ProduitE':'i',ORD_value5k904,543455,0,4441924,7287755,2910296,qty=1,9282000,etm = 488181,ecn = 9018336,xfxcparzahfdjum833403,zbewbowsndrvxab817855,<a href=https://www.cdiscount.com?efdsgwjiypwlyqr>
ID : 75,https://www.amazon.com,impr : 3,1185391,1913837,5628981,5528667,2012117,1645215493267,VIEW,7479012,a646a027-62cb-4680-a220-8f6762686450,5818725,969579,1456335,665306,4154667,6164,837135,2019819,,IA,4534637355634,Brave,246578965,653658,4412694,5344,'ProduitE':'E',ORD_value363d413,670851,0,1057507,2395770,9002675,qty=[,146000,etm = 83323,ecn = 8698953,ziozptyikemfvia778990,lfatvfvypcvjgsr605061,<button onclick=https://backmarcket.com?xtyyczicpcwqzao>
ID : 76,https://ebay.com,impr : 3,588962,1716334,9669875,6563616,5744657,1645215497451,,193517,caddd681-6443-4ce9-bb20-7d7d5f1138f8,6877663,7383779,6418812,6569370,9722379,297,8224148,6760892,,OK,8753685264337,Mozilla Firefox,246578965,8863441,6482402,2623,'ProduitD':'L',ORD_value445X331,743589,2,3410977,9300703,5364800,qty=],1385000,etm = 15085,ecn = 3895162,vspuktiyocblekb711892,ucnfagivvjdashu724189,<button onclick=https://shopping.google.fr?ecyecjcuhdbewdg>
ID : 77,https://fnac.com,impr : 4,6488736,482329,9441042,994279,7995766,1645215501825,VIEW,3815247,d6404d6d-f8fb-4e14-af25-541ddfc292a6,9647282,1620919,512071,4872165,1877512,7835,6602811,3770212,,UT,8753685264337,Mozilla Firefox,536637292,7789520,388031,693,'ProduitB':'3',ORD_value154l318,985885,2,1994523,6977740,9695885,qty=3,8738000,etm = 238847,ecn = 7906455,ckrvdxweicqnhdo473935,tdfvqcpzpfectis453771,<h2 a=https://www.cdiscount.com?bnclcldjbgvpgvz>
ID : 78,https://ebay.com,impr : 7,3917173,8694241,4517192,6649410,2402497,1645215506058,VIEW,582722,c12db853-1d2e-44d4-9fd1-950af2cb0dfc,3857032,2207131,7699632,2934406,6798359,908,775988,4952811,,WI,65784523663644,Brave,5667292028,6796207,6611976,3218,'ProduitD':'V',ORD_value554h862,408853,1,251620,3630609,4279588,qty=[,446000,etm = 249285,ecn = 2442125,pjlzamspllhwzsp553342,xkwqgyaakeesbsl176614,<h2 a=https://shopping.google.fr?ujeotcyqcsnhgsy>
ID : 79,https://www.rueducommerce.fr,impr : 6,8935355,4268680,95941,4529985,4332534,1645215510278,CONVERSION,6248335,34a78870-0468-4d1b-9094-b3b7d0a22c1d,6168739,7072572,9306994,4565541,635679,6762,1603300,5681749,,NM,65784523663644,Brave,536637292,5235981,3484130,6243,'ProduitD':'P',ORD_value525293,344376,2,2021963,7349393,179381,qty=4,8380000,etm = 380282,ecn = 9947105,ntjqqivcdvdoupy511240,ykpnvnduobniqch949224,<button onclick=https://www.cdiscount.com?nwydozetglvvgsh>
ID : 80,https://alibaba.com,impr : 5,6591557,9748868,3648552,3486638,3198938,1645215514531,,7596897,c12db853-1d2e-44d4-9fd1-950af2cb0dfc,2338393,193749,872300,8618707,6896608,7787,3966103,8082130,,MT,345978365835376,Chrome,536637292,4086543,343125,3454,'ProduitC':'b',ORD_value773j808,803341,2,2646214,6064109,7297243,qty=],8169000,etm = 116814,ecn = 1229421,bxoevbeehdcyjws177194,boxfbzgsvatdclk622581,<h2 a=https://backmarcket.com?huffjqmigwjtgdk>
ID : 81,https://Booking.com,impr : 5,3854880,9853640,3877941,8660139,9732302,1645215518881,VIEW,5613159,311ee4ca-7046-439f-805c-705c3ee34497,1645320,8597941,9518163,8034894,6786413,302,7463743,7543948,,CT,65784523663644,Brave,23091978,79850,5882971,3070,'ProduitG':'c',ORD_value801y633,142185,1,2348336,7787541,500897,qty=7,1722000,etm = 584397,ecn = 8502329,muxyqgwdohvqahs879935,ixhqbhdffietysm880774,<option a=https://www.cdiscount.com?uelzivrofzermlo>
ID : 82,https://www.rueducommerce.fr,impr : 4,2276378,8175659,2323441,5768689,6502097,1645215523138,CLICK,4215524,1efbf606-c128-45cc-beb7-15be0db00548,8321198,2148876,4824488,6346019,5697377,4672,3677633,2829439,,VT,65784523663644,Brave,5667292028,3130504,6554239,9619,'ProduitB':'i',ORD_value508I678,538015,2,7201663,2112925,9891211,qty=3,3855000,etm = 259542,ecn = 8847368,nfevwiahzmlferp752445,jdvbnyivdgzdrzl76351,<button onclick=https://Booking.com?amcqqeumufayvmt>
ID : 83,https://www.rueducommerce.fr,impr : 3,8960489,4774609,9141857,7045363,4217231,1645215527327,,2900119,311ee4ca-7046-439f-805c-705c3ee34497,3461559,7855708,7219432,1858310,867539,4634,7683985,9390524,,MT,2109367534582756,Microsoft Edge,23091978,4819003,9053477,4680,'ProduitE':'i',ORD_value139f843,463866,2,8492718,2933670,3325177,qty=2,6484000,etm = 326459,ecn = 5036589,asdtfebjixfqooy756738,avpxnwcvuvxlevo242481,<nav a=https://www.cdiscount.com?xgnwnwtonsivjkt>
ID : 84,https://fnac.com,impr : 8,7709038,3375961,7117995,9676430,8252941,1645215531439,VIEW,4434501,3fbbdb84-d1f5-4482-92cf-1e54ed4a6a1f,420072,9166354,2087872,1889102,4873209,4661,528394,8313797,,WV,345978365835376,Chrome,536637292,7554894,2938352,1979,'ProduitL':'T',ORD_value638u643,774379,1,2428797,7755902,9298501,qty=],7630000,etm = 17987,ecn = 2269465,iiumhbxuutixgar696237,chcuslwkdzkqwke557071,<a href=https://backmarcket.com?sdvihbkyynopaqk>
ID : 85,https://alibaba.com,impr : 8,8780592,1999730,8101354,1124023,8972976,1645215535623,VIEW,7080891,8b6095b2-6ef4-4bf7-9f53-660ca30281b5,1825662,7740430,3004053,971462,2336251,6950,1738204,4867543,,CO,65784523663644,Brave,9876543098,2263807,2001797,2898,'ProduitF':'D',ORD_value587L79,728800,0,9065941,6257775,2849859,qty=2,5595000,etm = 35035,ecn = 4750481,ygfanwcskshbkpf808120,wfwjmiwoyzohkum525329,<a href=https://techbargains.com?ndroopzqiqggevu>
ID : 86,https://backmarcket.com,impr : 5,1418520,3080302,7535066,6867428,4092330,1645215539729,VIEW,2151551,65d2732f-76b9-4704-98e1-690c5697a599,3667042,6282524,2955918,9931594,5925717,8388,1623203,6547055,,WA,4534637355634,Brave,246578965,4441275,3497092,9118,'ProduitG':'u',ORD_value208q763,151496,1,5336992,2318722,8372381,qty=0,8849000,etm = 923551,ecn = 7049073,amovaojzodtvvut170249,oiadfxlrffxahyz318747,<option a=https://www.rueducommerce.fr?rdmaatvnknczkvq>
ID : 87,https://techbargains.com,impr : 7,6843438,7983789,7537293,4639017,2543234,1645215543772,VIEW,7189145,8b069f4d-75fd-4d34-8dc5-f95dafe6d95e,120234,167439,875934,6070650,5860885,564,6700589,2246287,,AR,8753685264337,Mozilla Firefox,5667292028,919892,8564348,7645,'ProduitH':'r',ORD_value454p135,178705,2,9290519,6920070,7851338,qty=6,6715000,etm = 25279,ecn = 9855700,uqmjjwghakapjvh365633,cjpugbwufaxunns23982,<button onclick=https://techbargains.com?qagmqasfpphwndi>
ID : 88,https://airexpress.com,impr : 4,58082,9526767,393390,921182,4719459,1645215548577,CLICK,824649,9ffc5752-cd4d-45ba-ac42-1f905eb99124,1496811,4319053,3944906,7550165,4736599,3519,42884,5217881,,AK,4534637355634,Brave,9876543098,4050277,8091988,1760,'ProduitA':'3',ORD_value574N969,58819,2,4755770,5697630,446361,qty=],1629000,etm = 834517,ecn = 9697627,mzsmfdmwopjlfrv632566,zhuhmlyhsohbter940413,<nav a=https://www.amazon.com?eqeyltbipiwxcgy>
ID : 89,https://Booking.com,impr : 3,6723374,4479161,7749809,9609447,6634004,1645215552693,VIEW,6816271,cb2f8311-2860-4cf8-b9ae-e3ba21b2336c,5059286,3115120,5726875,1790676,934945,7358,9615879,5385947,,WA,345978365835376,Chrome,23091978,5742205,5833398,7488,'ProduitB':'D',ORD_value556W726,794828,0,5731429,1855465,9015298,qty=6,5569000,etm = 740513,ecn = 9734500,pdyeuewfnmcidoy477317,hsugrucqrjibadz676196,<h2 a=https://www.cdiscount.com?zilgqsywauykmni>
ID : 90,https://techbargains.com,impr : 4,2965645,4774060,7644513,8227894,2642287,1645215556507,CLICK,6299187,fcc904fa-4a28-4f99-b794-3b6e70eadd1c,6187104,8300070,6673611,4162959,3978214,7784,2660806,7134059,,MS,345978365835376,Chrome,9876543098,5420932,5837743,3319,'ProduitA':'Y',ORD_value9592230,187888,0,8052265,861461,5594581,qty=0,3802000,etm = 171079,ecn = 2354046,mdcinoxaixsracj334579,ezrknjqqgndgbyh392539,<h2 a=https://alibaba.com?btbohirgdhcwvml>
ID : 91,https://www.amazon.com,impr : 2,1054311,9177959,1044188,9296591,9530860,1645215560410,CONVERSION,358643,cee88382-9c1f-47d4-8d19-47470d62fca9,5843255,6604489,1088489,1444554,1709372,3170,1185658,6369815,,KY,4534637355634,Brave,5667292028,1961781,8569762,8842,'ProduitL':'L',ORD_value372Y300,531714,0,3538016,1791435,7108081,qty=2,2526000,etm = 619457,ecn = 8021139,bkapfnhcyldaqcv341969,eezpvbdyegbikhi469733,<h1 a=https://www.amazon.com?xdgoffkzdqcvlzv>
ID : 92,https://fnac.com,impr : 8,1708917,105031,9814109,1729370,2302803,1645215564334,CONVERSION,4484188,f3e868d0-2e94-4767-a867-628c75ef41b2,9899766,8747888,8486964,9559337,8114441,362,7077013,3267818,,OH,345978365835376,Chrome,23091978,9084369,5529471,4440,'ProduitG':'l',ORD_value126n353,470938,2,5784032,4995897,5016804,qty=2,9823000,etm = 279696,ecn = 8629306,mncgrhvgeleyinh962064,ozthsrrsyfmsvoj224636,<nav a=https://airexpress.com?avtpigdkqcycuyn>
ID : 93,https://www.oscaro.com,impr :  ,9262587,4806622,5969947,3150067,9302816,1645215568423,VIEW,1491238,1d20654b-7202-4ff9-b23c-4089c16e129a,8753286,9167610,9759493,7127509,8165477,7665,6809165,2331911,,TX,65784523663644,Brave,246578965,5677351,5477431,693,'ProduitG':'f',ORD_value285q861,920017,0,4163994,9211749,8033647,qty=5,1534000,etm = 673898,ecn = 6351188,obrgfjrsnwvrijm61318,oglirffbdobzsjt272327,<option a=https://Booking.com?dwkkcupkmwwkzfd>
ID : 94,https://www.rueducommerce.fr,impr : 7,2604818,8289696,9019769,6100643,3369605,1645215572517,,4483961,f6a4ca99-44f8-4b85-b347-b4b2dd2c14ea,7110379,6888333,613159,8614192,2518595,6303,844536,601779,,TN,345978365835376,Chrome,246578965,1532551,1113060,5125,'ProduitA':'C',ORD_value534m15,491332,2,1974832,993643,7135886,qty=],2063000,etm = 538693,ecn = 1735913,yteiztxkcareewh448910,uxwyozsbsocgyjq899957,<iframe a=https://fnac.com?klqnvepjllvhccb>
ID : 95,https://alibaba.com,impr : 3,6672534,6190521,4433466,5283262,3684223,1645215576546,VIEW,6575262,61fd8f99-93cc-4b3d-a257-5e094ccb3827,5816663,8344863,8947691,237567,4335426,6224,8768595,1370216,,NY,4534637355634,Brave,246578965,6402523,827340,38,'ProduitC':'F',ORD_value145P605,981088,2,7503093,6013384,9662540,qty=2,9186000,etm = 338256,ecn = 2107934,esawcabgmbkbfuf981016,kkbnwltgefsboxn839251,<h2 a=https://fnac.com?xohzkmgzluhbifk>
ID : 96,https://www.oscaro.com,impr : 9,2345796,5046401,2789466,5362618,2895086,1645215580576,VIEW,8874843,34a78870-0468-4d1b-9094-b3b7d0a22c1d,9283982,2263694,424300,3091194,4340000,4859,3077817,4849111,,CT,345978365835376,Chrome,5667292028,6155658,7531052,9593,'ProduitE':'n',ORD_value683q863,757551,0,2548446,9002324,9190704,qty=[,4939000,etm = 194868,ecn = 5324555,mixnkkrcqtdacif446443,zpvzjucjzgberwf641655,<h2 a=https://www.rueducommerce.fr?vgfdwiuqdgkeryq>
